gene_id	gene_name	tissue	median_expression	tissue_type	gene_chr	gene_annotation	gene_start	gene_end	gene_strand	gene_type	gene_status
ENSG00000264633.1	MIR4271	Stomach	0	Stomach	3	ENSEMBL	49311574	49311619	+	miRNA	KNOWN
ENSG00000264633.1	MIR4271	Lymphocytes	0	Blood	3	ENSEMBL	49311574	49311619	+	miRNA	KNOWN
ENSG00000264633.1	MIR4271	Lung	0	Lung	3	ENSEMBL	49311574	49311619	+	miRNA	KNOWN
ENSG00000264633.1	MIR4271	Brain	0	Brain	3	ENSEMBL	49311574	49311619	+	miRNA	KNOWN
ENSG00000264633.1	MIR4271	Testis	0	Testis	3	ENSEMBL	49311574	49311619	+	miRNA	KNOWN
ENSG00000176020.7	AMIGO3	Testis	0	Testis	3	HAVANA	49754267	49754276	-	protein_coding	KNOWN
ENSG00000176020.7	AMIGO3	Lymphocytes	0	Blood	3	HAVANA	49754267	49754276	-	protein_coding	KNOWN
ENSG00000176020.7	AMIGO3	Lung	0	Lung	3	HAVANA	49754267	49754276	-	protein_coding	KNOWN
ENSG00000176020.7	AMIGO3	Muscle	0	Muscle	3	HAVANA	49754267	49754276	-	protein_coding	KNOWN
ENSG00000176020.7	AMIGO3	Liver	0	Liver	3	HAVANA	49754267	49754276	-	protein_coding	KNOWN
ENSG00000176020.7	AMIGO3	Brain	0	Brain	3	HAVANA	49754267	49754276	-	protein_coding	KNOWN
ENSG00000176020.7	AMIGO3	Adipose	0	Adipose.Tissue	3	HAVANA	49754267	49754276	-	protein_coding	KNOWN
ENSG00000176020.7	AMIGO3	Stomach	0	Stomach	3	HAVANA	49754267	49754276	-	protein_coding	KNOWN
ENSG00000145050.11	MANF	Stomach	40.415	Stomach	3	HAVANA	51422478	51426828	+	protein_coding	KNOWN
ENSG00000145050.11	MANF	Liver	48.21	Liver	3	HAVANA	51422478	51426828	+	protein_coding	KNOWN
ENSG00000145050.11	MANF	Muscle	5.973	Muscle	3	HAVANA	51422478	51426828	+	protein_coding	KNOWN
ENSG00000145050.11	MANF	Adipose	32.96	Adipose.Tissue	3	HAVANA	51422478	51426828	+	protein_coding	KNOWN
ENSG00000145050.11	MANF	Lung	59.46	Lung	3	HAVANA	51422478	51426828	+	protein_coding	KNOWN
ENSG00000145050.11	MANF	Lymphocytes	77.775	Blood	3	HAVANA	51422478	51426828	+	protein_coding	KNOWN
ENSG00000145050.11	MANF	Testis	75.62	Testis	3	HAVANA	51422478	51426828	+	protein_coding	KNOWN
ENSG00000145050.11	MANF	Brain	13.125	Brain	3	HAVANA	51422478	51426828	+	protein_coding	KNOWN
ENSG00000221015.1	RNU6ATAC29P	Muscle	0	Muscle	3	ENSEMBL	51645454	51645578	-	snRNA	KNOWN
ENSG00000221015.1	RNU6ATAC29P	Liver	0	Liver	3	ENSEMBL	51645454	51645578	-	snRNA	KNOWN
ENSG00000221015.1	RNU6ATAC29P	Brain	0	Brain	3	ENSEMBL	51645454	51645578	-	snRNA	KNOWN
ENSG00000221015.1	RNU6ATAC29P	Lung	0	Lung	3	ENSEMBL	51645454	51645578	-	snRNA	KNOWN
ENSG00000221015.1	RNU6ATAC29P	Testis	0	Testis	3	ENSEMBL	51645454	51645578	-	snRNA	KNOWN
ENSG00000221015.1	RNU6ATAC29P	Lymphocytes	0	Blood	3	ENSEMBL	51645454	51645578	-	snRNA	KNOWN
ENSG00000221015.1	RNU6ATAC29P	Adipose	0	Adipose.Tissue	3	ENSEMBL	51645454	51645578	-	snRNA	KNOWN
ENSG00000221015.1	RNU6ATAC29P	Stomach	0	Stomach	3	ENSEMBL	51645454	51645578	-	snRNA	KNOWN
ENSG00000164082.10	GRM2	Stomach	0.2212	Stomach	3	HAVANA	51741086	51752629	+	protein_coding	KNOWN
ENSG00000164082.10	GRM2	Muscle	0.46355	Muscle	3	HAVANA	51741086	51752629	+	protein_coding	KNOWN
ENSG00000164082.10	GRM2	Lung	0.4625	Lung	3	HAVANA	51741086	51752629	+	protein_coding	KNOWN
ENSG00000164082.10	GRM2	Testis	19.12	Testis	3	HAVANA	51741086	51752629	+	protein_coding	KNOWN
ENSG00000164082.10	GRM2	Liver	0.06031	Liver	3	HAVANA	51741086	51752629	+	protein_coding	KNOWN
ENSG00000164082.10	GRM2	Brain	14.36	Brain	3	HAVANA	51741086	51752629	+	protein_coding	KNOWN
ENSG00000164082.10	GRM2	Adipose	1.03	Adipose.Tissue	3	HAVANA	51741086	51752629	+	protein_coding	KNOWN
ENSG00000164082.10	GRM2	Lymphocytes	0.037255	Blood	3	HAVANA	51741086	51752629	+	protein_coding	KNOWN
ENSG00000114767.6	RRP9	Muscle	22.185	Muscle	3	HAVANA	51967446	51975957	-	protein_coding	KNOWN
ENSG00000114767.6	RRP9	Stomach	16.98	Stomach	3	HAVANA	51967446	51975957	-	protein_coding	KNOWN
ENSG00000114767.6	RRP9	Liver	10.93	Liver	3	HAVANA	51967446	51975957	-	protein_coding	KNOWN
ENSG00000114767.6	RRP9	Lymphocytes	55.65	Blood	3	HAVANA	51967446	51975957	-	protein_coding	KNOWN
ENSG00000114767.6	RRP9	Adipose	28.32	Adipose.Tissue	3	HAVANA	51967446	51975957	-	protein_coding	KNOWN
ENSG00000114767.6	RRP9	Lung	28.52	Lung	3	HAVANA	51967446	51975957	-	protein_coding	KNOWN
ENSG00000114767.6	RRP9	Brain	13.815	Brain	3	HAVANA	51967446	51975957	-	protein_coding	KNOWN
ENSG00000114767.6	RRP9	Testis	27.11	Testis	3	HAVANA	51967446	51975957	-	protein_coding	KNOWN
ENSG00000164087.3	POC1A	Muscle	0.8836	Muscle	3	HAVANA	52109269	52188706	-	protein_coding	KNOWN
ENSG00000164087.3	POC1A	Stomach	2.029	Stomach	3	HAVANA	52109269	52188706	-	protein_coding	KNOWN
ENSG00000164087.3	POC1A	Testis	38.33	Testis	3	HAVANA	52109269	52188706	-	protein_coding	KNOWN
ENSG00000164087.3	POC1A	Lung	3.089	Lung	3	HAVANA	52109269	52188706	-	protein_coding	KNOWN
ENSG00000164087.3	POC1A	Lymphocytes	22.945	Blood	3	HAVANA	52109269	52188706	-	protein_coding	KNOWN
ENSG00000164087.3	POC1A	Adipose	2.2705	Adipose.Tissue	3	HAVANA	52109269	52188706	-	protein_coding	KNOWN
ENSG00000164087.3	POC1A	Liver	2.869	Liver	3	HAVANA	52109269	52188706	-	protein_coding	KNOWN
ENSG00000164087.3	POC1A	Brain	1.9885	Brain	3	HAVANA	52109269	52188706	-	protein_coding	KNOWN
ENSG00000010318.15	PHF7	Adipose	9.503	Adipose.Tissue	3	HAVANA	52444673	52457657	+	protein_coding	KNOWN
ENSG00000010318.15	PHF7	Muscle	2.982	Muscle	3	HAVANA	52444673	52457657	+	protein_coding	KNOWN
ENSG00000010318.15	PHF7	Lung	5.58	Lung	3	HAVANA	52444673	52457657	+	protein_coding	KNOWN
ENSG00000010318.15	PHF7	Stomach	3.952	Stomach	3	HAVANA	52444673	52457657	+	protein_coding	KNOWN
ENSG00000010318.15	PHF7	Liver	3.082	Liver	3	HAVANA	52444673	52457657	+	protein_coding	KNOWN
ENSG00000010318.15	PHF7	Testis	2195	Testis	3	HAVANA	52444673	52457657	+	protein_coding	KNOWN
ENSG00000010318.15	PHF7	Brain	2.7095	Brain	3	HAVANA	52444673	52457657	+	protein_coding	KNOWN
ENSG00000010318.15	PHF7	Lymphocytes	6.1915	Blood	3	HAVANA	52444673	52457657	+	protein_coding	KNOWN
ENSG00000168268.6	NT5DC2	Lung	49.09	Lung	3	HAVANA	52558512	52569070	-	protein_coding	KNOWN
ENSG00000168268.6	NT5DC2	Muscle	5.0335	Muscle	3	HAVANA	52558512	52569070	-	protein_coding	KNOWN
ENSG00000168268.6	NT5DC2	Stomach	12.785	Stomach	3	HAVANA	52558512	52569070	-	protein_coding	KNOWN
ENSG00000168268.6	NT5DC2	Adipose	34.94	Adipose.Tissue	3	HAVANA	52558512	52569070	-	protein_coding	KNOWN
ENSG00000168268.6	NT5DC2	Brain	15.555	Brain	3	HAVANA	52558512	52569070	-	protein_coding	KNOWN
ENSG00000168268.6	NT5DC2	Liver	3.241	Liver	3	HAVANA	52558512	52569070	-	protein_coding	KNOWN
ENSG00000168268.6	NT5DC2	Lymphocytes	55.34	Blood	3	HAVANA	52558512	52569070	-	protein_coding	KNOWN
ENSG00000168268.6	NT5DC2	Testis	75.43	Testis	3	HAVANA	52558512	52569070	-	protein_coding	KNOWN
ENSG00000163939.14	PBRM1	Stomach	9.65	Stomach	3	HAVANA	52579368	52719933	-	protein_coding	KNOWN
ENSG00000163939.14	PBRM1	Muscle	8.9875	Muscle	3	HAVANA	52579368	52719933	-	protein_coding	KNOWN
ENSG00000163939.14	PBRM1	Liver	6.042	Liver	3	HAVANA	52579368	52719933	-	protein_coding	KNOWN
ENSG00000163939.14	PBRM1	Lung	17.6	Lung	3	HAVANA	52579368	52719933	-	protein_coding	KNOWN
ENSG00000163939.14	PBRM1	Adipose	21.92	Adipose.Tissue	3	HAVANA	52579368	52719933	-	protein_coding	KNOWN
ENSG00000163939.14	PBRM1	Lymphocytes	22.67	Blood	3	HAVANA	52579368	52719933	-	protein_coding	KNOWN
ENSG00000163939.14	PBRM1	Brain	4.828	Brain	3	HAVANA	52579368	52719933	-	protein_coding	KNOWN
ENSG00000163939.14	PBRM1	Testis	16.07	Testis	3	HAVANA	52579368	52719933	-	protein_coding	KNOWN
ENSG00000252768.1	RNU6-856P	Stomach	0	Stomach	3	ENSEMBL	52585862	52585959	-	snRNA	KNOWN
ENSG00000252768.1	RNU6-856P	Muscle	0	Muscle	3	ENSEMBL	52585862	52585959	-	snRNA	KNOWN
ENSG00000252768.1	RNU6-856P	Liver	0	Liver	3	ENSEMBL	52585862	52585959	-	snRNA	KNOWN
ENSG00000252768.1	RNU6-856P	Lymphocytes	0	Blood	3	ENSEMBL	52585862	52585959	-	snRNA	KNOWN
ENSG00000252768.1	RNU6-856P	Adipose	0	Adipose.Tissue	3	ENSEMBL	52585862	52585959	-	snRNA	KNOWN
ENSG00000252768.1	RNU6-856P	Lung	0	Lung	3	ENSEMBL	52585862	52585959	-	snRNA	KNOWN
ENSG00000252768.1	RNU6-856P	Testis	0	Testis	3	ENSEMBL	52585862	52585959	-	snRNA	KNOWN
ENSG00000252768.1	RNU6-856P	Brain	0	Brain	3	ENSEMBL	52585862	52585959	-	snRNA	KNOWN
ENSG00000212452.1	SNORD69	Liver	0	Liver	3	ENSEMBL	52726752	52726828	+	snoRNA	KNOWN
ENSG00000212452.1	SNORD69	Muscle	0	Muscle	3	ENSEMBL	52726752	52726828	+	snoRNA	KNOWN
ENSG00000212452.1	SNORD69	Lymphocytes	0	Blood	3	ENSEMBL	52726752	52726828	+	snoRNA	KNOWN
ENSG00000212452.1	SNORD69	Stomach	0	Stomach	3	ENSEMBL	52726752	52726828	+	snoRNA	KNOWN
ENSG00000212452.1	SNORD69	Testis	0	Testis	3	ENSEMBL	52726752	52726828	+	snoRNA	KNOWN
ENSG00000212452.1	SNORD69	Adipose	0	Adipose.Tissue	3	ENSEMBL	52726752	52726828	+	snoRNA	KNOWN
ENSG00000212452.1	SNORD69	Lung	0	Lung	3	ENSEMBL	52726752	52726828	+	snoRNA	KNOWN
ENSG00000212452.1	SNORD69	Brain	0	Brain	3	ENSEMBL	52726752	52726828	+	snoRNA	KNOWN
ENSG00000016864.12	GLT8D1	Stomach	26.64	Stomach	3	HAVANA	52728509	52739651	-	protein_coding	KNOWN
ENSG00000016864.12	GLT8D1	Muscle	10.675	Muscle	3	HAVANA	52728509	52739651	-	protein_coding	KNOWN
ENSG00000016864.12	GLT8D1	Liver	22.61	Liver	3	HAVANA	52728509	52739651	-	protein_coding	KNOWN
ENSG00000016864.12	GLT8D1	Brain	21.065	Brain	3	HAVANA	52728509	52739651	-	protein_coding	KNOWN
ENSG00000016864.12	GLT8D1	Adipose	41.44	Adipose.Tissue	3	HAVANA	52728509	52739651	-	protein_coding	KNOWN
ENSG00000016864.12	GLT8D1	Lymphocytes	42.235	Blood	3	HAVANA	52728509	52739651	-	protein_coding	KNOWN
ENSG00000016864.12	GLT8D1	Testis	79.35	Testis	3	HAVANA	52728509	52739651	-	protein_coding	KNOWN
ENSG00000016864.12	GLT8D1	Lung	40.83	Lung	3	HAVANA	52728509	52739651	-	protein_coding	KNOWN
ENSG00000114904.8	NEK4	Muscle	5.787	Muscle	3	HAVANA	52744800	52804965	-	protein_coding	KNOWN
ENSG00000114904.8	NEK4	Liver	6.776	Liver	3	HAVANA	52744800	52804965	-	protein_coding	KNOWN
ENSG00000114904.8	NEK4	Adipose	9.7535	Adipose.Tissue	3	HAVANA	52744800	52804965	-	protein_coding	KNOWN
ENSG00000114904.8	NEK4	Lung	10.3	Lung	3	HAVANA	52744800	52804965	-	protein_coding	KNOWN
ENSG00000114904.8	NEK4	Stomach	7.563	Stomach	3	HAVANA	52744800	52804965	-	protein_coding	KNOWN
ENSG00000114904.8	NEK4	Lymphocytes	15.145	Blood	3	HAVANA	52744800	52804965	-	protein_coding	KNOWN
ENSG00000114904.8	NEK4	Testis	43.22	Testis	3	HAVANA	52744800	52804965	-	protein_coding	KNOWN
ENSG00000114904.8	NEK4	Brain	8.9685	Brain	3	HAVANA	52744800	52804965	-	protein_coding	KNOWN
ENSG00000162267.8	ITIH3	Liver	702.3	Liver	3	HAVANA	52828812	52843025	+	protein_coding	KNOWN
ENSG00000162267.8	ITIH3	Adipose	4.826	Adipose.Tissue	3	HAVANA	52828812	52843025	+	protein_coding	KNOWN
ENSG00000162267.8	ITIH3	Testis	11.07	Testis	3	HAVANA	52828812	52843025	+	protein_coding	KNOWN
ENSG00000162267.8	ITIH3	Lymphocytes	0.19055	Blood	3	HAVANA	52828812	52843025	+	protein_coding	KNOWN
ENSG00000162267.8	ITIH3	Lung	7.117	Lung	3	HAVANA	52828812	52843025	+	protein_coding	KNOWN
ENSG00000162267.8	ITIH3	Stomach	0.93615	Stomach	3	HAVANA	52828812	52843025	+	protein_coding	KNOWN
ENSG00000162267.8	ITIH3	Brain	0.34815	Brain	3	HAVANA	52828812	52843025	+	protein_coding	KNOWN
ENSG00000162267.8	ITIH3	Muscle	0.67225	Muscle	3	HAVANA	52828812	52843025	+	protein_coding	KNOWN
ENSG00000227224.1	RP11-72H11.1	Muscle	0	Muscle	3	HAVANA	53508727	53509116	-	pseudogene	KNOWN
ENSG00000227224.1	RP11-72H11.1	Brain	0	Brain	3	HAVANA	53508727	53509116	-	pseudogene	KNOWN
ENSG00000227224.1	RP11-72H11.1	Stomach	0	Stomach	3	HAVANA	53508727	53509116	-	pseudogene	KNOWN
ENSG00000227224.1	RP11-72H11.1	Liver	0	Liver	3	HAVANA	53508727	53509116	-	pseudogene	KNOWN
ENSG00000227224.1	RP11-72H11.1	Adipose	0	Adipose.Tissue	3	HAVANA	53508727	53509116	-	pseudogene	KNOWN
ENSG00000227224.1	RP11-72H11.1	Lymphocytes	0	Blood	3	HAVANA	53508727	53509116	-	pseudogene	KNOWN
ENSG00000227224.1	RP11-72H11.1	Testis	0	Testis	3	HAVANA	53508727	53509116	-	pseudogene	KNOWN
ENSG00000227224.1	RP11-72H11.1	Lung	0	Lung	3	HAVANA	53508727	53509116	-	pseudogene	KNOWN
ENSG00000272202.1	RP11-157F20.3	Muscle	0	Muscle	3	HAVANA	57112971	57114129	+	antisense	NOVEL
ENSG00000272202.1	RP11-157F20.3	Lung	0	Lung	3	HAVANA	57112971	57114129	+	antisense	NOVEL
ENSG00000272202.1	RP11-157F20.3	Liver	0	Liver	3	HAVANA	57112971	57114129	+	antisense	NOVEL
ENSG00000272202.1	RP11-157F20.3	Adipose	0.0269	Adipose.Tissue	3	HAVANA	57112971	57114129	+	antisense	NOVEL
ENSG00000272202.1	RP11-157F20.3	Brain	0	Brain	3	HAVANA	57112971	57114129	+	antisense	NOVEL
ENSG00000272202.1	RP11-157F20.3	Lymphocytes	0	Blood	3	HAVANA	57112971	57114129	+	antisense	NOVEL
ENSG00000272202.1	RP11-157F20.3	Stomach	0.034775	Stomach	3	HAVANA	57112971	57114129	+	antisense	NOVEL
ENSG00000272202.1	RP11-157F20.3	Testis	0.5004	Testis	3	HAVANA	57112971	57114129	+	antisense	NOVEL
ENSG00000163666.4	HESX1	Lung	1.473	Lung	3	HAVANA	57231944	57260549	-	protein_coding	KNOWN
ENSG00000163666.4	HESX1	Muscle	0.41615	Muscle	3	HAVANA	57231944	57260549	-	protein_coding	KNOWN
ENSG00000163666.4	HESX1	Liver	1.197	Liver	3	HAVANA	57231944	57260549	-	protein_coding	KNOWN
ENSG00000163666.4	HESX1	Brain	1.0395	Brain	3	HAVANA	57231944	57260549	-	protein_coding	KNOWN
ENSG00000163666.4	HESX1	Adipose	1.608	Adipose.Tissue	3	HAVANA	57231944	57260549	-	protein_coding	KNOWN
ENSG00000163666.4	HESX1	Lymphocytes	4.675	Blood	3	HAVANA	57231944	57260549	-	protein_coding	KNOWN
ENSG00000163666.4	HESX1	Stomach	1.443	Stomach	3	HAVANA	57231944	57260549	-	protein_coding	KNOWN
ENSG00000163666.4	HESX1	Testis	9.912	Testis	3	HAVANA	57231944	57260549	-	protein_coding	KNOWN
ENSG00000168374.6	ARF4	Adipose	140.55	Adipose.Tissue	3	HAVANA	57557090	57583947	-	protein_coding	KNOWN
ENSG00000168374.6	ARF4	Muscle	33.75	Muscle	3	HAVANA	57557090	57583947	-	protein_coding	KNOWN
ENSG00000168374.6	ARF4	Lymphocytes	129.15	Blood	3	HAVANA	57557090	57583947	-	protein_coding	KNOWN
ENSG00000168374.6	ARF4	Stomach	102.5	Stomach	3	HAVANA	57557090	57583947	-	protein_coding	KNOWN
ENSG00000168374.6	ARF4	Lung	190.8	Lung	3	HAVANA	57557090	57583947	-	protein_coding	KNOWN
ENSG00000168374.6	ARF4	Testis	135	Testis	3	HAVANA	57557090	57583947	-	protein_coding	KNOWN
ENSG00000168374.6	ARF4	Brain	43.915	Brain	3	HAVANA	57557090	57583947	-	protein_coding	KNOWN
ENSG00000168374.6	ARF4	Liver	72.22	Liver	3	HAVANA	57557090	57583947	-	protein_coding	KNOWN
ENSG00000241933.1	RP11-755B10.3	Adipose	0.022905	Adipose.Tissue	3	HAVANA	57678932	57682323	+	lincRNA	NOVEL
ENSG00000241933.1	RP11-755B10.3	Lymphocytes	0.02277	Blood	3	HAVANA	57678932	57682323	+	lincRNA	NOVEL
ENSG00000241933.1	RP11-755B10.3	Muscle	0	Muscle	3	HAVANA	57678932	57682323	+	lincRNA	NOVEL
ENSG00000241933.1	RP11-755B10.3	Stomach	0	Stomach	3	HAVANA	57678932	57682323	+	lincRNA	NOVEL
ENSG00000241933.1	RP11-755B10.3	Testis	0.658	Testis	3	HAVANA	57678932	57682323	+	lincRNA	NOVEL
ENSG00000241933.1	RP11-755B10.3	Liver	0	Liver	3	HAVANA	57678932	57682323	+	lincRNA	NOVEL
ENSG00000241933.1	RP11-755B10.3	Brain	0.009377	Brain	3	HAVANA	57678932	57682323	+	lincRNA	NOVEL
ENSG00000241933.1	RP11-755B10.3	Lung	0.01541	Lung	3	HAVANA	57678932	57682323	+	lincRNA	NOVEL
ENSG00000168291.8	PDHB	Testis	87.13	Testis	3	HAVANA	58413357	58419584	-	protein_coding	KNOWN
ENSG00000168291.8	PDHB	Liver	44.26	Liver	3	HAVANA	58413357	58419584	-	protein_coding	KNOWN
ENSG00000168291.8	PDHB	Lymphocytes	78.345	Blood	3	HAVANA	58413357	58419584	-	protein_coding	KNOWN
ENSG00000168291.8	PDHB	Lung	65.82	Lung	3	HAVANA	58413357	58419584	-	protein_coding	KNOWN
ENSG00000168291.8	PDHB	Stomach	63.675	Stomach	3	HAVANA	58413357	58419584	-	protein_coding	KNOWN
ENSG00000168291.8	PDHB	Muscle	120.55	Muscle	3	HAVANA	58413357	58419584	-	protein_coding	KNOWN
ENSG00000168291.8	PDHB	Adipose	77.42	Adipose.Tissue	3	HAVANA	58413357	58419584	-	protein_coding	KNOWN
ENSG00000168291.8	PDHB	Brain	62.205	Brain	3	HAVANA	58413357	58419584	-	protein_coding	KNOWN
ENSG00000244383.1	RP11-475O23.3	Adipose	0	Adipose.Tissue	3	HAVANA	58592807	58620167	+	antisense	NOVEL
ENSG00000244383.1	RP11-475O23.3	Lymphocytes	0	Blood	3	HAVANA	58592807	58620167	+	antisense	NOVEL
ENSG00000244383.1	RP11-475O23.3	Lung	0	Lung	3	HAVANA	58592807	58620167	+	antisense	NOVEL
ENSG00000244383.1	RP11-475O23.3	Muscle	0	Muscle	3	HAVANA	58592807	58620167	+	antisense	NOVEL
ENSG00000244383.1	RP11-475O23.3	Liver	0.1164	Liver	3	HAVANA	58592807	58620167	+	antisense	NOVEL
ENSG00000244383.1	RP11-475O23.3	Stomach	0	Stomach	3	HAVANA	58592807	58620167	+	antisense	NOVEL
ENSG00000244383.1	RP11-475O23.3	Brain	0.15565	Brain	3	HAVANA	58592807	58620167	+	antisense	NOVEL
ENSG00000244383.1	RP11-475O23.3	Testis	0.05311	Testis	3	HAVANA	58592807	58620167	+	antisense	NOVEL
ENSG00000163689.14	C3orf67	Adipose	0.2165	Adipose.Tissue	3	HAVANA	58703092	59035810	-	protein_coding	KNOWN
ENSG00000163689.14	C3orf67	Lung	0.1205	Lung	3	HAVANA	58703092	59035810	-	protein_coding	KNOWN
ENSG00000163689.14	C3orf67	Stomach	0.1045	Stomach	3	HAVANA	58703092	59035810	-	protein_coding	KNOWN
ENSG00000163689.14	C3orf67	Brain	0.15465	Brain	3	HAVANA	58703092	59035810	-	protein_coding	KNOWN
ENSG00000163689.14	C3orf67	Muscle	0.008714	Muscle	3	HAVANA	58703092	59035810	-	protein_coding	KNOWN
ENSG00000163689.14	C3orf67	Lymphocytes	0.5174	Blood	3	HAVANA	58703092	59035810	-	protein_coding	KNOWN
ENSG00000163689.14	C3orf67	Liver	0.2277	Liver	3	HAVANA	58703092	59035810	-	protein_coding	KNOWN
ENSG00000163689.14	C3orf67	Testis	11.72	Testis	3	HAVANA	58703092	59035810	-	protein_coding	KNOWN
ENSG00000240097.1	RP11-641C17.4	Adipose	0	Adipose.Tissue	3	HAVANA	60602555	60603812	+	pseudogene	KNOWN
ENSG00000240097.1	RP11-641C17.4	Stomach	0	Stomach	3	HAVANA	60602555	60603812	+	pseudogene	KNOWN
ENSG00000240097.1	RP11-641C17.4	Brain	0	Brain	3	HAVANA	60602555	60603812	+	pseudogene	KNOWN
ENSG00000240097.1	RP11-641C17.4	Muscle	0	Muscle	3	HAVANA	60602555	60603812	+	pseudogene	KNOWN
ENSG00000240097.1	RP11-641C17.4	Lymphocytes	0	Blood	3	HAVANA	60602555	60603812	+	pseudogene	KNOWN
ENSG00000240097.1	RP11-641C17.4	Testis	0	Testis	3	HAVANA	60602555	60603812	+	pseudogene	KNOWN
ENSG00000240097.1	RP11-641C17.4	Liver	0	Liver	3	HAVANA	60602555	60603812	+	pseudogene	KNOWN
ENSG00000240097.1	RP11-641C17.4	Lung	0	Lung	3	HAVANA	60602555	60603812	+	pseudogene	KNOWN
ENSG00000252184.1	RNU2-10P	Adipose	0	Adipose.Tissue	3	ENSEMBL	62103974	62104184	-	snRNA	KNOWN
ENSG00000252184.1	RNU2-10P	Muscle	0	Muscle	3	ENSEMBL	62103974	62104184	-	snRNA	KNOWN
ENSG00000252184.1	RNU2-10P	Stomach	0	Stomach	3	ENSEMBL	62103974	62104184	-	snRNA	KNOWN
ENSG00000252184.1	RNU2-10P	Brain	0	Brain	3	ENSEMBL	62103974	62104184	-	snRNA	KNOWN
ENSG00000252184.1	RNU2-10P	Lung	0	Lung	3	ENSEMBL	62103974	62104184	-	snRNA	KNOWN
ENSG00000252184.1	RNU2-10P	Lymphocytes	0	Blood	3	ENSEMBL	62103974	62104184	-	snRNA	KNOWN
ENSG00000252184.1	RNU2-10P	Liver	0	Liver	3	ENSEMBL	62103974	62104184	-	snRNA	KNOWN
ENSG00000252184.1	RNU2-10P	Testis	0	Testis	3	ENSEMBL	62103974	62104184	-	snRNA	KNOWN
ENSG00000225662.2	RP11-1036F1.1	Lung	0	Lung	3	HAVANA	62764851	62765460	-	pseudogene	KNOWN
ENSG00000225662.2	RP11-1036F1.1	Testis	0	Testis	3	HAVANA	62764851	62765460	-	pseudogene	KNOWN
ENSG00000225662.2	RP11-1036F1.1	Stomach	0	Stomach	3	HAVANA	62764851	62765460	-	pseudogene	KNOWN
ENSG00000225662.2	RP11-1036F1.1	Adipose	0	Adipose.Tissue	3	HAVANA	62764851	62765460	-	pseudogene	KNOWN
ENSG00000225662.2	RP11-1036F1.1	Muscle	0	Muscle	3	HAVANA	62764851	62765460	-	pseudogene	KNOWN
ENSG00000225662.2	RP11-1036F1.1	Brain	0	Brain	3	HAVANA	62764851	62765460	-	pseudogene	KNOWN
ENSG00000225662.2	RP11-1036F1.1	Liver	0	Liver	3	HAVANA	62764851	62765460	-	pseudogene	KNOWN
ENSG00000225662.2	RP11-1036F1.1	Lymphocytes	0	Blood	3	HAVANA	62764851	62765460	-	pseudogene	KNOWN
ENSG00000252301.1	RNA5SP134	Stomach	0	Stomach	3	ENSEMBL	63531116	63531211	+	rRNA	KNOWN
ENSG00000252301.1	RNA5SP134	Lymphocytes	0	Blood	3	ENSEMBL	63531116	63531211	+	rRNA	KNOWN
ENSG00000252301.1	RNA5SP134	Lung	0	Lung	3	ENSEMBL	63531116	63531211	+	rRNA	KNOWN
ENSG00000252301.1	RNA5SP134	Brain	0	Brain	3	ENSEMBL	63531116	63531211	+	rRNA	KNOWN
ENSG00000252301.1	RNA5SP134	Testis	0	Testis	3	ENSEMBL	63531116	63531211	+	rRNA	KNOWN
ENSG00000252301.1	RNA5SP134	Adipose	0	Adipose.Tissue	3	ENSEMBL	63531116	63531211	+	rRNA	KNOWN
ENSG00000252301.1	RNA5SP134	Liver	0	Liver	3	ENSEMBL	63531116	63531211	+	rRNA	KNOWN
ENSG00000252301.1	RNA5SP134	Muscle	0	Muscle	3	ENSEMBL	63531116	63531211	+	rRNA	KNOWN
ENSG00000212340.1	RNU6-739P	Stomach	0	Stomach	3	ENSEMBL	64497431	64497533	+	snRNA	KNOWN
ENSG00000212340.1	RNU6-739P	Muscle	0	Muscle	3	ENSEMBL	64497431	64497533	+	snRNA	KNOWN
ENSG00000212340.1	RNU6-739P	Lymphocytes	0	Blood	3	ENSEMBL	64497431	64497533	+	snRNA	KNOWN
ENSG00000212340.1	RNU6-739P	Adipose	0	Adipose.Tissue	3	ENSEMBL	64497431	64497533	+	snRNA	KNOWN
ENSG00000212340.1	RNU6-739P	Lung	0	Lung	3	ENSEMBL	64497431	64497533	+	snRNA	KNOWN
ENSG00000212340.1	RNU6-739P	Liver	0	Liver	3	ENSEMBL	64497431	64497533	+	snRNA	KNOWN
ENSG00000212340.1	RNU6-739P	Brain	0	Brain	3	ENSEMBL	64497431	64497533	+	snRNA	KNOWN
ENSG00000212340.1	RNU6-739P	Testis	0	Testis	3	ENSEMBL	64497431	64497533	+	snRNA	KNOWN
ENSG00000266400.1	AC113171.1	Lung	0	Lung	3	ENSEMBL	67878596	67878697	+	miRNA	NOVEL
ENSG00000266400.1	AC113171.1	Muscle	0	Muscle	3	ENSEMBL	67878596	67878697	+	miRNA	NOVEL
ENSG00000266400.1	AC113171.1	Adipose	0	Adipose.Tissue	3	ENSEMBL	67878596	67878697	+	miRNA	NOVEL
ENSG00000266400.1	AC113171.1	Testis	0	Testis	3	ENSEMBL	67878596	67878697	+	miRNA	NOVEL
ENSG00000266400.1	AC113171.1	Stomach	0	Stomach	3	ENSEMBL	67878596	67878697	+	miRNA	NOVEL
ENSG00000266400.1	AC113171.1	Brain	0	Brain	3	ENSEMBL	67878596	67878697	+	miRNA	NOVEL
